82,SI266220200309225433,2,468.136364,169.045455,22
83,SI266220200309225433,3,289.857143,127.553571,56,361.834171,163.909548,199,356.113636,98.727273,44,389.500000,124.000000,6,447.076923,112.153846,65,498.095238,171.142857,42,498.454545,95.272727,11
84,SI266220200309225433,4,
85,SI266220200309225433,5,357.714286,465.700000,70,426.277778,462.793651,126
86,SI266220200309225433,6,352.230769,379.384615,13
87,SI266220200309225433,7,0.555556,94.777778,9,14.280000,177.100000,100
88,SI266220200309225433,8,
89,SI266220200309225433,9,77.454545,482.727273,11,164.272727,486.000000,11,253.400000,447.800000,25
90,SI266220200309225433,10,340.333333,35.333333,6
91,SI266220200309225433,11,
92,SI266220200309225433,12,
93,SI266220200309225433,13,
94,SI266220200309225433,14,
95,SI266220200309225433,15,
96,SI266220200309225433,0,
97,SI266220200309225433,1,
98,SI266220200309225433,2,337.222222,176.055556,54,381.246377,183.927536,69,498.000000,239.700000,10
99,SI266220200309225433,3,353.441558,134.487013,308,470.265176,141.386581,313
100,SI266220200309225433,4,
101,SI266220200309225433,5,
102,SI266220200309225433,6,1.000000,240.000000,12,273.208333,378.708333,24,436.200000,378.000000,5
103,SI266220200309225433,7,28.020619,152.737113,194,1.184211,141.000000,38,270.611111,95.000000,18
104,SI266220200309225433,8,
105,SI266220200309225433,9,146.489796,498.142857,49,156.532110,449.889908,109,327.593750,447.114583,96
106,SI266220200309225433,10,143.951220,0.951220,41,251.833333,35.833333,6
107,SI266220200309225433,11,
108,SI266220200309225433,12,238.153846,297.615385,13
109,SI266220200309225433,13,
110,SI266220200309225433,14,
111,SI266220200309225433,15,
112,SI266220200309225433,0,
113,SI266220200309225433,1,
114,SI266220200309225433,2,498.214286,233.000000,28
115,SI266220200309225433,3,285.400000,132.133333,30,322.769231,110.538462,13,339.200000,155.400000,5,363.750000,98.000000,8,364.000000,162.714286,7,459.694444,183.277778,36,466.166667,93.333333,6,498.323529,104.852941,34,498.230769,172.076923,26
116,SI266220200309225433,4,
117,SI266220200309225433,5,
118,SI266220200309225433,6,1.000000,202.728814,59
119,SI266220200309225433,7,20.651399,158.903308,393
120,SI266220200309225433,8,
121,SI266220200309225433,9,113.000000,498.000000,16
122,SI266220200309225433,10,113.444444,1.000000,18
123,SI266220200309225433,11,
124,SI266220200309225433,12,
125,SI266220200309225433,13,
126,SI266220200309225433,14,
127,SI266220200309225433,15,
128,SI266220200309225433,0,
129,SI266220200309225433,1,
130,SI266220200309225433,2,452.808696,168.643478,115,451.454545,221.181818,11,496.548387,250.000000,31,498.282051,185.935897,78
131,SI266220200309225433,3,298.931034,118.413793,116,364.125000,98.125000,8,382.769231,158.794872,39,447.909091,169.181818,11,449.187500,114.812500,16,497.192308,176.000000,26,498.048780,117.317073,41
132,SI266220200309225433,4,435.000000,384.956522,23
133,SI266220200309225433,5,
134,SI266220200309225433,6,0.911392,182.683544,79,21.172414,247.931034,58,274.636364,449.909091,11,436.000000,465.714286,7
135,SI266220200309225433,7,1.026316,118.368421,38,14.895833,177.166667,48,274.148936,165.404255,47,352.285714,95.964286,28,436.269231,182.115385,26
136,SI266220200309225433,8,
137,SI266220200309225433,9,109.218750,498.156250,32,155.400000,498.000000,25,252.844444,447.444444,45
138,SI266220200309225433,10,142.339181,7.426901,171,330.304762,33.009524,105,497.727273,1.818182,11
139,SI266220200309225433,11,
140,SI266220200309225433,12,1.000000,353.000000,5,55.066667,369.666667,15,152.000000,298.500000,6,232.977778,385.955556,45
141,SI266220200309225433,13,
142,SI266220200309225433,14,1.000000,1.714286,7
143,SI266220200309225433,15,
144,SI266220200309225433,0,
145,SI266220200309225433,1,
146,SI266220200309225433,2,384.500000,378.500000,6
147,SI266220200309225433,3,283.142857,136.857143,28,362.092105,99.263158,76,321.600000,151.400000,15,450.428571,179.285714,7,497.693642,126.647399,173
148,SI266220200309225433,4,356.088889,385.422222,45
149,SI266220200309225433,5,
150,SI266220200309225433,6,167.777778,418.555556,9,276.062500,378.375000,16,353.057143,464.400000,35,438.772727,378.590909,22
151,SI266220200309225433,7,16.465190,123.398734,316,165.227273,133.090909,22,273.416667,94.750000,12,353.223881,179.895522,67,436.714286,94.428571,14,432.833333,125.833333,6
152,SI266220200309225433,8,497.833333,354.000000,12,498.000000,317.500000,8
153,SI266220200309225433,9,101.910891,493.702970,101,166.348837,446.860465,43,288.513889,498.083333,72,337.540541,446.891892,37,498.000000,498.000000,5
154,SI266220200309225433,10,120.222222,1.000000,81,268.120690,20.547414,232,497.437500,1.875000,16
155,SI266220200309225433,11,
156,SI266220200309225433,12,1.062500,339.187500,16,152.590909,385.181818,22
157,SI266220200309225433,13,1.000000,498.000000,5
158,SI266220200309225433,14,1.000000,2.000000,11
159,SI266220200309225433,15,
160,SI266220200309225433,0,
161,SI266220200309225433,1,
162,SI266220200309225433,2,
163,SI266220200309225433,3,302.500000,121.500000,130,368.400000,93.800000,5,450.595238,101.404762,42,498.500000,94.000000,6,498.000000,144.500000,8
164,SI266220200309225433,4,351.750000,303.600000,40
165,SI266220200309225433,5,
166,SI266220200309225433,6,166.000000,415.000000,7,351.500000,380.500000,8
167,SI266220200309225433,7,4.500000,102.142857,14,40.555556,182.111111,9,174.215909,128.056818,88,212.000000,110.000000,5,351.777778,95.111111,9
168,SI266220200309225433,8,449.400000,335.200000,5,472.400000,322.800000,5,497.916667,323.833333,24
169,SI266220200309225433,9,68.078652,479.752809,89,104.142857,462.142857,7,168.714286,498.428571,7,253.562500,498.062500,16,251.574468,459.212766,47,317.500000,498.000000,12
170,SI266220200309225433,10,105.733333,0.800000,15,169.363636,7.454545,11,253.500000,0.857143,14,331.875000,1.000000,8
171,SI266220200309225433,11,
172,SI266220200309225433,12,0.846154,319.923077,13,151.400000,299.800000,5
173,SI266220200309225433,13,
174,SI266220200309225433,14,
175,SI266220200309225433,15,
176,SI266220200309225433,0,
177,SI266220200309225433,1,
178,SI266220200309225433,2,450.894737,213.578947,19,450.500000,245.000000,6,498.000000,230.098765,81
179,SI266220200309225433,3,295.600000,127.000000,10,321.333333,110.111111,9,366.904494,133.769663,178,450.304348,133.347826,23,491.489655,138.917241,290
180,SI266220200309225433,4,
181,SI266220200309225433,5,
182,SI266220200309225433,6,0.985075,231.895522,67
183,SI266220200309225433,7,6.917526,148.020619,291,10.400000,212.800000,5,40.909091,128.272727,11,262.933333,94.333333,15,273.900000,161.400000,30,350.142857,152.571429,7,352.583333,93.916667,12,439.833333,148.333333,12
184,SI266220200309225433,8,
185,SI266220200309225433,9,143.064516,498.209677,62,152.363636,447.090909,11,314.227273,498.272727,88
186,SI266220200309225433,10,146.656863,7.549020,102,307.974194,1.632258,155
187,SI266220200309225433,11,
188,SI266220200309225433,12,
189,SI266220200309225433,13,
190,SI266220200309225433,14,
191,SI266220200309225433,15,
192,SI266220200309225433,0,
193,SI266220200309225433,1,
194,SI266220200309225433,2,498.178571,241.678571,28
195,SI266220200309225433,3,281.750000,129.750000,20,316.000000,114.000000,7,382.142857,108.309524,42,484.227027,156.805405,185
196,SI266220200309225433,4,274.111111,301.000000,18,436.333333,301.333333,9
197,SI266220200309225433,5,
198,SI266220200309225433,6,0.703704,243.666667,27,273.866667,380.333333,30,436.068966,379.413793,29
199,SI266220200309225433,7,0.684211,96.421053,19,2.008264,154.545455,121,38.733333,107.600000,45,276.000000,101.500000,10,350.666667,182.500000,6,433.470588,107.176471,17
200,SI266220200309225433,8,447.600000,339.200000,5
201,SI266220200309225433,9,56.500000,484.000000,12,112.083333,498.208333,24,165.675325,451.402597,77,251.200000,498.400000,5,335.714286,449.792208,77,335.937500,498.437500,16
202,SI266220200309225433,10,113.818182,0.727273,33,164.500000,1.000000,6,251.682927,32.463415,41,336.000000,1.000000,9
203,SI266220200309225433,11,
204,SI266220200309225433,12,58.400000,299.933333,15,150.357143,386.428571,14,237.928571,300.142857,14
205,SI266220200309225433,13,
206,SI266220200309225433,14,
207,SI266220200309225433,15,
208,SI266220200309225433,0,
209,SI266220200309225433,1,
210,SI266220200309225433,2,
211,SI266220200309225433,3,283.666667,135.700000,30,372.271605,108.333333,81,449.913043,98.608696,23,486.313869,150.145985,137
212,SI266220200309225433,4,274.833333,365.166667,6,436.085714,383.971429,35
213,SI266220200309225433,5,
214,SI266220200309225433,6,275.500000,448.500000,18,437.758621,462.862069,29
215,SI266220200309225433,7,18.076037,130.464286,868,168.400000,128.280000,25,274.954545,165.227273,22,415.326667,154.576667,300
216,SI266220200309225433,8,450.750000,334.125000,8,498.000000,353.000000,5
217,SI266220200309225433,9,58.419355,480.838710,31,166.000000,498.090909,22,252.424242,447.909091,33,338.000000,498.375000,8
218,SI266220200309225433,10,108.125000,0.750000,16,166.590909,6.590909,44,334.590909,30.484848,66,337.714286,0.857143,7
219,SI266220200309225433,11,
220,SI266220200309225433,12,58.100000,368.200000,10,150.875000,298.875000,8,236.823529,383.941176,34
221,SI266220200309225433,13,
222,SI266220200309225433,14,
223,SI266220200309225433,15,
224,SI266220200309225433,0,
225,SI266220200309225433,1,
226,SI266220200309225433,2,458.000000,250.600000,5
227,SI266220200309225433,3,342.233333,104.566667,90,360.379310,163.637931,58,486.993631,138.394904,314
228,SI266220200309225433,4,360.153846,386.153846,13
229,SI266220200309225433,5,430.152174,228.521739,46
230,SI266220200309225433,6,353.304348,465.956522,23
231,SI266220200309225433,7,24.462500,95.825000,80,7.818770,143.877023,309,39.285714,183.000000,7,236.000000,102.285714,7,263.714286,102.428571,28,260.333333,167.888889,9,351.000000,94.714286,7,360.160714,183.250000,56
232,SI266220200309225433,8,159.636364,306.909091,11,497.857143,353.714286,7
233,SI266220200309225433,9,80.125000,470.125000,8,135.706827,486.389558,249,159.563636,445.345455,55,290.845070,498.042254,71
234,SI266220200309225433,10,140.645631,5.936893,206,284.832461,34.376963,191,288.687500,0.953125,64
235,SI266220200309225433,11,
236,SI266220200309225433,12,1.000000,316.000000,5,45.000000,370.500000,6,156.375000,386.083333,24,202.800000,376.600000,5
237,SI266220200309225433,13,197.500000,6.000000,6
238,SI266220200309225433,14,
239,SI266220200309225433,15,
240,SI266220200309225433,0,
241,SI266220200309225433,1,
242,SI266220200309225433,2,
243,SI266220200309225433,3,315.024194,137.387097,124,359.258065,98.645161,31,448.333333,97.904762,21,450.716216,166.527027,74,498.411168,139.670051,197
244,SI266220200309225433,4,351.400000,386.200000,5
245,SI266220200309225433,5,
246,SI266220200309225433,6,
247,SI266220200309225433,7,5.841667,131.995833,240,196.467290,125.934579,107,235.888889,159.666667,9,260.000000,167.285714,7,350.750000,178.166667,36
248,SI266220200309225433,8,497.847826,328.826087,46
249,SI266220200309225433,9,72.033333,478.188889,90,114.836066,498.295082,61,286.894737,498.017544,57
250,SI266220200309225433,10,116.023529,1.529412,85,257.181034,15.025862,116,497.571429,1.571429,7
251,SI266220200309225433,11,
252,SI266220200309225433,12,1.000000,327.918919,37,150.333333,378.083333,12
253,SI266220200309225433,13,
254,SI266220200309225433,14,
255,SI266220200309225433,15,
256,SI266220200309225433,0,
257,SI266220200309225433,1,
258,SI266220200309225433,2,
259,SI266220200309225433,3,300.627451,119.352941,51,326.000000,151.571429,7,380.852941,159.647059,34,450.840000,107.960000,25,497.518072,138.295181,166
260,SI266220200309225433,4,440.125000,387.125000,8
261,SI266220200309225433,5,
262,SI266220200309225433,6,352.444444,379.333333,9,439.285714,467.571429,7
263,SI266220200309225433,7,0.757576,142.557576,165,38.809524,173.738095,42,165.350000,128.350000,20,188.800000,118.000000,5,277.000000,165.777778,9,359.714286,95.440476,84,426.761905,183.380952,21
264,SI266220200309225433,8,448.600000,332.200000,5
265,SI266220200309225433,9,58.857143,480.071429,28,256.507463,449.029851,67
266,SI266220200309225433,10,104.285714,0.571429,7,166.680000,10.680000,25,263.166667,1.000000,6,339.000000,1.000000,5,339.153846,35.615385,13
267,SI266220200309225433,11,
268,SI266220200309225433,12,61.600000,371.200000,5
269,SI266220200309225433,13,
270,SI266220200309225433,14,
271,SI266220200309225433,15,
272,SI266220200309225433,0,
273,SI266220200309225433,1,
274,SI266220200309225433,2,498.153846,241.846154,13
275,SI266220200309225433,3,285.350000,122.900000,20,316.200000,113.600000,5,376.907895,108.750000,76,455.428571,183.500000,14,498.276243,141.414365,181
276,SI266220200309225433,4,273.500000,299.500000,14
277,SI266220200309225433,5,
278,SI266220200309225433,6,0.750000,246.416667,12,272.272727,379.848485,33,434.638889,379.777778,36
279,SI266220200309225433,7,9.472340,131.212766,235,274.511628,96.837209,43,406.333333,125.888889,9,437.421053,95.421053,19
280,SI266220200309225433,8,
281,SI266220200309225433,9,161.617647,452.117647,102,163.500000,498.000000,8,259.000000,498.000000,5,331.700000,449.044444,90
282,SI266220200309225433,10,158.166667,1.000000,6,252.227273,33.500000,22,259.000000,0.857143,7
283,SI266220200309225433,11,
284,SI266220200309225433,12,151.920000,386.280000,25
285,SI266220200309225433,13,
286,SI266220200309225433,14,
287,SI266220200309225433,15,
288,SI266220200309225433,0,
289,SI266220200309225433,1,
290,SI266220200309225433,2,
291,SI266220200309225433,3,281.562500,130.000000,16,366.596154,145.769231,52,370.000000,95.000000,14,481.113692,136.312958,818
292,SI266220200309225433,4,437.666667,383.500000,6
293,SI266220200309225433,5,
294,SI266220200309225433,6,275.600000,447.200000,5,438.545455,463.727273,11
295,SI266220200309225433,7,17.094923,139.928624,1359,165.750000,132.083333,12,266.309804,140.462745,255,380.428571,107.761905,21,428.539634,154.216463,328
296,SI266220200309225433,8,498.000000,353.000000,7
297,SI266220200309225433,9,64.875000,484.812500,16,113.000000,498.400000,35,168.357143,497.857143,14,337.333333,498.222222,9
298,SI266220200309225433,10,111.205128,0.717949,39,168.076923,8.564103,39,338.219512,17.878049,41
299,SI266220200309225433,11,
300,SI266220200309225433,12,1.000000,352.500000,6,238.000000,384.285714,7
301,SI266220200309225433,13,
302,SI266220200309225433,14,
303,SI266220200309225433,15,
304,SI266220200309225433,0,
305,SI266220200309225433,1,
306,SI266220200309225433,2,453.875000,178.937500,16,497.877193,190.798246,114
307,SI266220200309225433,3,333.018405,152.092025,163,484.575130,136.997409,386
308,SI266220200309225433,4,266.382609,367.495652,115,426.698113,386.216981,106
309,SI266220200309225433,5,402.321429,302.811688,308,403.273684,264.078947,190,411.875000,21.125000,8,415.666667,465.888889,9
310,SI266220200309225433,6,1.135135,191.441441,111,37.980769,195.019231,52,274.090909,449.727273,11,437.500000,466.000000,8
311,SI266220200309225433,7,10.167260,148.117438,281,230.500000,133.000000,6,271.054054,166.243243,37,351.833333,97.452381,42,392.750000,94.750000,12,434.750000,183.000000,24
312,SI266220200309225433,8,156.600000,361.800000,5,254.666667,378.333333,12,322.416667,370.333333,24,498.076923,353.538462,13
313,SI266220200309225433,9,130.987500,498.275000,80,289.673077,483.489316,468
314,SI266220200309225433,10,140.959459,7.950450,222,311.442308,13.453846,260
315,SI266220200309225433,11,
316,SI266220200309225433,12,0.818182,354.272727,11,54.000000,370.000000,29,230.000000,386.666667,9
317,SI266220200309225433,13,
318,SI266220200309225433,14,
319,SI266220200309225433,15,
320,SI266220200309225433,0,
321,SI266220200309225433,1,
322,SI266220200309225433,2,498.000000,181.171429,35
323,SI266220200309225433,3,335.887967,127.767635,241,483.910588,150.054118,425
324,SI266220200309225433,4,353.338710,382.322581,62
325,SI266220200309225433,5,
326,SI266220200309225433,6,14.275000,171.700000,40,165.333333,415.866667,15,276.846154,378.230769,13,351.719298,461.473684,57,439.500000,379.000000,16
327,SI266220200309225433,7,5.284314,132.611111,306,43.428571,176.285714,7,209.679070,145.506977,215,269.566265,97.313253,83,363.645695,165.059603,302,433.692308,104.717949,117
328,SI266220200309225433,8,497.727273,335.590909,44
329,SI266220200309225433,9,103.355828,494.085890,163,165.604651,447.255814,43,276.614583,497.333333,96,338.411765,447.117647,34
330,SI266220200309225433,10,121.210938,1.890625,128,262.046610,15.847458,236,497.800000,1.700000,10
331,SI266220200309225433,11,
332,SI266220200309225433,12,1.692308,345.076923,26,56.200000,298.200000,5,152.354839,381.870968,31
333,SI266220200309225433,13,
334,SI266220200309225433,14,0.833333,1.666667,6
335,SI266220200309225433,15,
336,SI266220200309225433,0,
337,SI266220200309225433,1,
338,SI266220200309225433,2,
339,SI266220200309225433,3,310.627586,121.344828,145,339.200000,155.400000,5,376.800000,165.800000,15,479.846154,94.871795,39,498.360656,166.967213,61
340,SI266220200309225433,4,
341,SI266220200309225433,5,
342,SI266220200309225433,6,166.588235,414.764706,17,352.256410,381.410256,39
343,SI266220200309225433,7,0.857143,95.000000,14,0.620690,168.896552,58,40.857143,176.333333,21,168.673469,128.551020,49,233.181818,104.409091,22,352.600000,97.900000,20
344,SI266220200309225433,8,449.428571,334.714286,7,497.866667,318.733333,15,497.600000,355.200000,5
345,SI266220200309225433,9,63.206897,480.758621,58,104.000000,462.000000,5,109.090909,498.363636,11,128.333333,454.083333,12,166.058824,498.058824,17,252.468085,452.531915,47,253.846154,498.307692,13
346,SI266220200309225433,10,106.066667,0.800000,15,166.428571,7.857143,21,253.333333,0.733333,15,340.285714,36.000000,7
347,SI266220200309225433,11,
348,SI266220200309225433,12,0.800000,314.400000,5,151.500000,303.000000,10
349,SI266220200309225433,13,
350,SI266220200309225433,14,
351,SI266220200309225433,15,
352,SI266220200309225433,0,
353,SI266220200309225433,1,482.384615,478.384615,13,497.923077,453.076923,13
354,SI266220200309225433,2,498.024096,202.373494,83
355,SI266220200309225433,3,361.312139,125.508671,173,467.750000,181.818182,44,485.568807,105.055046,109
356,SI266220200309225433,4,
357,SI266220200309225433,5,20.634146,456.121951,41,381.333333,314.083333,12,431.000000,498.000000,6
358,SI266220200309225433,6,0.949367,201.341772,79,39.833333,251.166667,6,270.285714,378.571429,7,435.333333,378.333333,9
359,SI266220200309225433,7,25.284483,137.870690,232,350.857143,151.357143,14,402.190476,121.142857,21,435.340426,173.106383,47,434.370370,96.592593,27
360,SI266220200309225433,8,
361,SI266220200309225433,9,128.800000,454.400000,5,157.266667,448.088889,45,162.714286,498.000000,7,251.400000,498.200000,5,314.847826,498.000000,46,296.000000,445.625000,8,331.166667,446.458333,48
362,SI266220200309225433,10,314.119048,1.000000,42
363,SI266220200309225433,11,
364,SI266220200309225433,12,
365,SI266220200309225433,13,
366,SI266220200309225433,14,
367,SI266220200309225433,15,
368,SI266220200309225433,0,
369,SI266220200309225433,1,
370,SI266220200309225433,2,
371,SI266220200309225433,3,313.000000,114.868852,61,380.333333,106.111111,27,365.230769,159.230769,13,453.095238,102.857143,21,450.090909,180.409091,22,493.558824,181.735294,34,496.153846,137.230769,13,498.421053,97.789474,19
372,SI266220200309225433,4,438.750000,303.187500,16
373,SI266220200309225433,5,339.200000,37.000000,10
374,SI266220200309225433,6,437.470588,379.764706,17
375,SI266220200309225433,7,20.258537,135.821138,615,268.081395,125.418605,86,418.831818,148.772727,220
376,SI266220200309225433,8,
377,SI266220200309225433,9,92.000000,253.714286,7,111.333333,498.190476,21,167.000000,450.583333,36,337.877193,453.456140,57,338.600000,498.200000,5
378,SI266220200309225433,10,115.142857,0.857143,28,338.166667,0.833333,6
379,SI266220200309225433,11,
380,SI266220200309225433,12,239.181818,301.727273,11
381,SI266220200309225433,13,
382,SI266220200309225433,14,
383,SI266220200309225433,15,
384,SI266220200309225433,0,
385,SI266220200309225433,1,274.600000,43.800000,5
386,SI266220200309225433,2,
387,SI266220200309225433,3,343.468468,124.702703,222,481.719590,158.361076,781,450.916667,94.666667,12,498.300000,97.600000,10
388,SI266220200309225433,4,271.451613,366.580645,31,434.368421,384.105263,38
389,SI266220200309225433,5,
390,SI266220200309225433,6,274.416667,449.166667,12,437.769231,464.769231,13
391,SI266220200309225433,7,16.663514,145.118919,740,268.647059,152.794118,34,406.746988,175.807229,83
392,SI266220200309225433,8,498.100000,354.100000,10
393,SI266220200309225433,9,141.944444,498.125000,72,252.882353,447.352941,34,252.583333,498.416667,12,497.833333,498.166667,6
394,SI266220200309225433,10,147.842105,6.289474,152,251.625000,0.625000,8,327.448980,32.132653,98,497.000000,0.857143,7
395,SI266220200309225433,11,
396,SI266220200309225433,12,0.625000,353.375000,8,47.269231,366.782051,78,151.529412,299.941176,17,232.254902,385.196078,51
397,SI266220200309225433,13,
398,SI266220200309225433,14,
399,SI266220200309225433,15,
400,SI266220200309225433,0,
401,SI266220200309225433,1,
402,SI266220200309225433,2,498.000000,250.222222,9
403,SI266220200309225433,3,324.301887,151.735849,106,361.857143,98.500000,70,482.938272,140.027778,324
404,SI266220200309225433,4,165.571429,337.142857,14,188.833333,346.833333,6,358.025000,384.200000,40
405,SI266220200309225433,5,
406,SI266220200309225433,6,0.800000,250.600000,5,166.000000,418.000000,13,353.619048,465.238095,42
407,SI266220200309225433,7,12.945896,128.332090,536,174.636364,138.136364,44,212.250000,112.250000,8,212.727273,152.181818,11,236.800000,159.933333,15,264.238938,111.331858,226,261.125000,167.750000,16,395.617564,144.342776,353
408,SI266220200309225433,8,450.117647,337.705882,17,497.739130,353.043478,23,497.625000,314.875000,8
409,SI266220200309225433,9,105.525773,495.525773,97,159.243243,450.216216,37,283.682540,497.984127,63,335.090909,446.272727,22
410,SI266220200309225433,10,119.346154,1.634615,104,269.449580,22.281513,238,496.666667,1.666667,9
411,SI266220200309225433,11,
412,SI266220200309225433,12,9.285714,357.190476,21,153.791667,385.583333,24
413,SI266220200309225433,13,
414,SI266220200309225433,14,
415,SI266220200309225433,15,
416,SI266220200309225433,0,
417,SI266220200309225433,1,
418,SI266220200309225433,2,
419,SI266220200309225433,3,329.453039,118.585635,181,384.833333,167.333333,6,484.897959,135.918367,294
420,SI266220200309225433,4,351.200000,298.400000,5
421,SI266220200309225433,5,
422,SI266220200309225433,6,165.952381,414.714286,21,350.428571,382.000000,7
423,SI266220200309225433,7,1.673267,137.732673,202,193.930818,125.018868,159,350.853659,102.219512,41
424,SI266220200309225433,8,60.600000,329.800000,5,472.250000,323.250000,8,497.500000,316.961538,26,497.777778,353.555556,9
425,SI266220200309225433,9,75.188976,477.968504,127,113.108108,498.297297,37,251.047619,464.642857,84,323.500000,498.142857,14,497.714286,462.857143,7
426,SI266220200309225433,10,110.883721,0.883721,43,271.531250,0.937500,32,336.750000,0.875000,8,498.000000,396.000000,5
427,SI266220200309225433,11,
428,SI266220200309225433,12,0.882353,326.470588,17
429,SI266220200309225433,13,
430,SI266220200309225433,14,
431,SI266220200309225433,15,
432,SI266220200309225433,0,
433,SI266220200309225433,1,
434,SI266220200309225433,2,451.166667,223.833333,6,498.000000,230.545455,44
435,SI266220200309225433,3,286.933333,136.866667,15,362.957447,130.691489,94,489.121076,127.600897,223
436,SI266220200309225433,4,354.750000,298.250000,8
437,SI266220200309225433,5,31.000000,464.285714,7
438,SI266220200309225433,6,7.254545,234.745455,55,222.736842,222.157895,19,351.904762,379.952381,21
439,SI266220200309225433,7,14.940959,135.114391,271,260.900000,93.900000,10,358.906250,94.531250,64,394.714286,184.571429,7,428.714286,181.571429,7
440,SI266220200309225433,8,497.600000,313.800000,5
441,SI266220200309225433,9,111.500000,498.100000,10,160.230769,498.192308,26,152.800000,446.400000,5,274.612903,496.419355,31,256.042553,447.638298,47,332.600000,498.000000,5
442,SI266220200309225433,10,107.166667,0.750000,12,163.278689,10.983607,61,250.800000,0.600000,5,282.941176,1.000000,17,334.800000,1.000000,5,339.700000,35.800000,10
443,SI266220200309225433,11,
444,SI266220200309225433,12,44.200000,297.600000,5
445,SI266220200309225433,13,
446,SI266220200309225433,14,
447,SI266220200309225433,15,
448,SI266220200309225433,0,
449,SI266220200309225433,1,
450,SI266220200309225433,2,
